Alias_3,Gene_name,Alias_1,Alias_2,Rule
b3119,TdcR,tdcr,tdcR,((thr_DASH_L_e > 0) AND (ser_DASH_L_e > 0) AND (val_DASH_L_e > 0) AND (ile_DASH_L_e > 0) AND NOT (o2_e > 0))
b3124,GarK,gark,garK,(b0162)
b3125,GarR,garr,garR,(b0162)
b3126,GarL,garl,garL,(b0162)
b3127,GarP,garp,garP,TRUE
b3128,GarD,gard,garD,(b0162)
b3132,AgaZ,agaz,agaZ,TRUE
b3137,AgaY,agay,agaY,TRUE
b3161,Mtr,mtr,mtr,(NOT b4393 OR (b1323 AND ((phe_DASH_L_e > 0) OR (tyr_DASH_L_e > 0))))
b3172,ArgG,argg,argG,TRUE
b3176,MrsA,mrsa,mrsA,TRUE
b3177,FolP,folp,folP,TRUE
b3187,IspB,ispb,ispB,TRUE
b3189,MurA,mura,murA,TRUE
b3202,RpoN,rpon,rpoN,(ON)
b3212,GltB,gltb,gltB,( (b0889 AND NOT (leu_DASH_L_e > 0)) OR NOT(((b3868 AND b2553 AND b0167) AND b3202) AND ((glu_DASH_L_e > 0) OR (arg_DASH_L_e > 0) OR (asp_DASH_L_e > 0) OR (his_DASH_L_e > 0) OR (pro_DASH_L_e > 0) )))
b3213,GltD,gltd,gltD,( (b0889 AND NOT (leu_DASH_L_e > 0)) OR NOT(((b3868 AND b2553 AND b0167) AND b3202) AND ((glu_DASH_L_e > 0) OR (arg_DASH_L_e > 0) OR (asp_DASH_L_e > 0) OR (his_DASH_L_e > 0) OR (pro_DASH_L_e > 0) )))
b3222,NanK,nank,nanK,TRUE
b3223,NanE,nane,nanE,TRUE
b3224,NanT,nant,nanT,TRUE
b3225,NanA,nana,nanA,TRUE
b3236,Mdh,mdh,mdh,(NOT(b4401))
b3237,ArgR,argr,argR,(arg_DASH_L_e > 0)
b3255,AccB,accb,accB,TRUE
b3256,AccC,accc,accC,TRUE
b3258,PanF,panf,panF,TRUE
b3261,Fis,fis,fis,(BiomassEcoli > 0)
b3265,AcrE,acre,acrE,TRUE
b3266,AcrF,acrf,acrF,TRUE
b3281,AroE,aroe,aroE,TRUE
b3357,Crp,crp,crp,( (NOT((glcn_e > 0) OR (glc_DASH_D_e > 0))) )
b3359,ArgD,argd,argD,(NOT b3237)
b3360,PabA,paba,pabA,TRUE
b3365,NirB,nirb,nirB,(b1334 AND b1221)
b3366,NirD,nird,nirD,(b1334 AND b1221)
b3367,NirC,nirc,nirC,(b1334 AND b1221)
b3368,CysG,cysg,cysG,(b1334 OR b1221)
b3380,YhfW,yhfw,yhfW,TRUE
b3385,Gph,gph,gph,TRUE
b3386,Rpe,rpe,rpe,TRUE
b3389,AroB,arob,aroB,TRUE
b3390,AroK,arok,aroK,TRUE
b3403,PckA,pcka,pckA,TRUE
b3405,OmpR,ompr,ompR,(high-osmolarity)
b3409,FeoB,feob,feoB,TRUE
b3415,GntT,gntt,gntT,(NOT (b3438) AND (glcn_e > 0))
b3416,MalQ,malq,malQ,(b3418)
b3417,MalP,malp,malP,(b3418)
b3418,MalT,malt,malT,((malt_e > 0) OR (malttr_e > 0) OR (maltttr_e > 0) OR (malthx_e > 0) OR (maltpt_e > 0))
b3423,GlpR,glpr,glpR,( NOT ( glyc_e > 0 ) )
b3425,GlpE,glpe,glpE,(b3357)
b3426,GlpD,glpd,glpD,((NOT((glcn_e > 0) OR (glc_DASH_D_e > 0) OR (arab_DASH_L_e > 0) OR (xyl_DASH_D_e > 0) OR (rib_DASH_D_e > 0) OR (mal_DASH_L_e > 0) OR (glyc_e > 0) OR (sbt_DASH_D_e > 0) OR (lac_DASH_D_e > 0))) AND (NOT(b4401 OR b3423)))
b3428,GlgP,glgp,glgP,(b3357)
b3429,GlgA,glga,glgA,TRUE
b3430,GlgC,glgc,glgC,TRUE
b3433,Asd,asd,asd,TRUE
b3437,GntK,gntk,gntK,(NOT (b3438) AND (glcn_e > 0))
b3438,GntR,gntr,gntR,(NOT (glcn_e > 0))
b3450,UgpC,ugpc,ugpC,(b3357 OR b0399)
b3451,UgpE,ugpe,ugpE,(b3357 OR b0399)
b3452,UgpA,ugpa,ugpA,(b3357 OR b0399)
b3453,UgpB,ugpb,ugpB,(b3357 OR b0399)
b3454,LivF,livf,livF,(NOT(leu_DASH_L_e > 0) OR b0889)
b3455,LivG,livg,livG,(NOT(leu_DASH_L_e > 0) OR b0889)
b3456,LivM,livm,livM,(NOT(leu_DASH_L_e > 0) OR b0889)
b3457,LivH,livh,livH,(NOT(leu_DASH_L_e > 0) OR b0889)
b3458,LivK,livk,livK,(NOT(leu_DASH_L_e > 0) OR b0889)
b3460,LivJ,livj,livJ,(NOT(leu_DASH_L_e > 0) OR b0889)
b3493,PitA,pita,pitA,TRUE
b3500,Gor,gor,gor,(b3961 OR b2741)
b3517,GadA,gada,gadA,((NOT (BiomassEcoli > 0 ) AND NOT b3357) OR (pH < 4) )
b3519,TreF,tref,treF,(b2741)
b3526,KdgK,kdgk,kdgK,(NOT b1827)
b3528,DctA,dcta,dctA,((((NOT((glcn_e > 0) OR (glc_DASH_D_e > 0) OR (arab_DASH_L_e > 0) OR (xyl_DASH_D_e > 0) OR (rib_DASH_D_e > 0) OR (mal_DASH_L_e > 0) OR (glyc_e > 0) OR (sbt_DASH_D_e > 0) OR (lac_DASH_D_e > 0) OR (man_e > 0)))) AND NOT(b4401) AND (b4124)) AND b3202)
b3551,BisC,bisc,bisC,TRUE
b3553,YiaE,yiae,yiaE,TRUE
b3564,XylB,xylb,xylB,((b3569 AND b3357) OR b3569)
b3565,XylA,xyla,xylA,((b3569 AND b3357) OR b3569)
b3566,XylF,xylf,xylF,((b3569 AND b3357) OR b3569)
b3567,XylG,xylg,xylG,((b3569 AND b3357) OR b3569)
b3568,XylH,xylh,xylH,((b3569 AND b3357) OR b3569)
b3569,XylR,xylr,xylR,(xyl_DASH_D_e > 0)
b3572,AvtA,avta,avtA,(NOT (ala_DASH_L_e > 0 OR leu_DASH_L_e > 0 ))
b3574,YiaJ,yiaj,yiaJ,(NOT (fuc_DASH_L_e > 0))
b3575,YiaK,yiak,yiaK,((NOT b3574) AND b3357)
b3579,YiaO,yiao,yiaO,(b3357 OR b3574)
b3581,SgbH,sgbh,sgbH,(NOT b3574)
b3583,SgbE,sgbe,sgbE,(NOT b3574)
b3588,AldB,aldb,aldB,(b2741 AND (b3357))
b3599,MtlA,mtla,mtlA,(NOT (b3601))
b3600,MtlD,mtld,mtlD,(NOT b3601)
b3601,MtlR,mtlr,mtlR,(NOT (mnl_e > 0))
b3603,LldP,lldp,lldP,(NOT (b4401))
b3605,LldD,lldd,lldD,(lac_DASH_L_e > 0 AND o2_e > 0)
b3607,CysE,cyse,cysE,(b1275)
b3608,GpsA,gpsa,gpsA,TRUE
b3612,YibO,yibo,yibO,TRUE
b3616,Tdh,tdh,tdh,(NOT (b0889) AND (leu_DASH_L_e > 0))
b3617,Kbl,kbl,kbl,(NOT (b0889) AND (leu_DASH_L_e > 0))
b3619,RfaD,rfad,rfaD,TRUE
b3620,RfaF,rfaf,rfaF,TRUE
b3621,RfaC,rfac,rfaC,TRUE
b3622,RfaL,rfal,rfaL,TRUE
b3626,RfaJ,rfaj,rfaJ,TRUE
b3627,RfaI,rfai,rfaI,TRUE
b3631,RfaG,rfag,rfaG,TRUE
b3633,KdtA,kdta,kdtA,TRUE
b3634,CoaD,coad,coaD,TRUE
b3640,Dut,dut,dut,TRUE
b3642,PyrE,pyre,pyrE,(NOT (ura_e > 0 OR gua_e > 0))
b3648,Gmk,gmk,gmk,TRUE
b3653,GltS,glts,gltS,(asp_DASH_L_e > 0)
b3654,YicE,yice,yicE,TRUE
b3665,YicP,yicp,yicP,TRUE
b3666,UhpT,uhpt,uhpT,(b3357 OR b3669)
b3668,UhpB,uhpb,uhpB,(g6p_e > 0)
b3669,UhpA,uhpa,uhpA,(b3668)
b3670,IlvN,ilvn,ilvN,(NOT(leu_DASH_L_e > 0 OR val_DASH_L_e > 0) AND b3357)
b3671,IlvB,ilvb,ilvB,(NOT(leu_DASH_L_e > 0 OR val_DASH_L_e > 0) AND b3357)
b3691,DgoT,dgot,dgoT,(galctn_DASH_D_e > 0)
b3692,DgoA,dgoa,dgoA,(galctn_DASH_D_e > 0)
b3693,DgoK,dgok,dgoK,(galctn_DASH_D_e > 0)
b3708,TnaA,tnaa,tnaA,(b3357 AND (trp_DASH_L_e > 0 OR cys_DASH_L_e > 0) )
b3709,TnaB,tnab,tnaB,(b3357 AND (trp_DASH_L_e > 0) )
b3725,PstB,pstb,pstB,(b0399)
b3726,PstA,psta,pstA,(b0399)
b3727,PstC,pstc,pstC,(b0399)
b3728,PstS,psts,pstS,(b0399)
b3729,GlmS,glms,glmS,TRUE
b3730,GlmU,glmu,glmU,(b0676)
b3731,AtpC,atpc,atpC,TRUE
b3732,AtpD,atpd,atpD,TRUE
b3733,AtpG,atpg,atpG,TRUE
b3734,AtpA,atpa,atpA,TRUE
b3735,AtpH,atph,atpH,TRUE
b3736,AtpF,atpf,atpF,TRUE
b3737,AtpE,atpe,atpE,TRUE
b3738,AtpB,atpb,atpB,TRUE
b3739,AtpI,atpi,atpI,TRUE
b3743,AsnC,asnc,asnC,( NOT ( asn_DASH_L_e > 0 ) AND ((b3868 AND b2553 AND b0167) AND b3202) )
b3744,AsnA,asna,asnA,(NOT (asn_DASH_L_e > 0) AND b3743)
b3748,RbsD,rbsd,rbsD,((NOT((glcn_e > 0) OR (glc_DASH_D_e > 0) OR (arab_DASH_L_e > 0) OR (xyl_DASH_D_e > 0))) AND NOT(b3753))
b3749,RbsA,rbsa,rbsA,((NOT((glcn_e > 0) OR (glc_DASH_D_e > 0) OR (arab_DASH_L_e > 0) OR (xyl_DASH_D_e > 0))) AND NOT(b3753))
b3750,RbsC,rbsc,rbsC,((NOT((glcn_e > 0) OR (glc_DASH_D_e > 0) OR (arab_DASH_L_e > 0) OR (xyl_DASH_D_e > 0))) AND NOT(b3753))
b3751,RbsB,rbsb,rbsB,((NOT((glcn_e > 0) OR (glc_DASH_D_e > 0) OR (arab_DASH_L_e > 0) OR (xyl_DASH_D_e > 0))) AND NOT(b3753))
b3752,RbsK,rbsk,rbsK,((NOT((glcn_e > 0) OR (glc_DASH_D_e > 0) OR (arab_DASH_L_e > 0) OR (xyl_DASH_D_e > 0))) AND NOT(b3753))
b3753,RbsR,rbsr,rbsR,( NOT ( rib_DASH_D_e > 0 ) )
b3767,IlvG_1,ilvg_1,ilvG_1,(NOT(leu_DASH_L_e > 0 OR ile_DASH_L_e > 0 OR val_DASH_L_e > 0) AND b0889)
b3768,IlvG_2,ilvg_2,ilvG_2,(NOT(leu_DASH_L_e > 0 OR ile_DASH_L_e > 0 OR val_DASH_L_e > 0) AND b0889)
b3769,IlvM,ilvm,ilvM,(NOT(leu_DASH_L_e > 0 OR ile_DASH_L_e > 0 OR val_DASH_L_e > 0) AND b0889)
b3770,IlvE,ilve,ilvE,TRUE
b3771,IlvD,ilvd,ilvD,TRUE
b3772,IlvA,ilva,ilvA,TRUE
b3773,IlvY,ilvy,ilvY,(NOT val_DASH_L_e > 0 )
b3774,IlvC,ilvc,ilvC,(b3773)
b3784,WecA,weca,wecA,TRUE
b3786,WecB,wecb,wecB,TRUE
b3787,WecC,wecc,wecC,TRUE
b3788,RffG,rffg,rffG,TRUE
b3789,RffH,rffh,rffH,TRUE
b3790,WecD,wecd,wecD,TRUE
b3791,WecE,wece,wecE,TRUE
b3793,WecF,wecf,wecF,TRUE
b3794,WecG,wecg,wecG,TRUE
b3803,HemX,hemx,hemX,TRUE
b3804,HemD,hemd,hemD,TRUE
b3805,HemC,hemc,hemC,TRUE
b3806,CyaA,cyaa,cyaA,(NOT b3357)
b3809,DapF,dapf,dapF,TRUE
b3821,PldA,plda,pldA,TRUE
b3825,PldB,pldb,pldB,TRUE
b3828,MetR,metr,metR,(NOT (met_DASH_L_e > 0))
b3829,MetE,mete,metE,((NOT b3938) AND b3828)
b3831,Udp,udp,udp,(NOT (b3934) OR b3357)
b3833,UbiE,ubie,ubiE,TRUE
b3835,UbiB,ubib,ubiB,TRUE
b3843,YigC,yigc,yigC,TRUE
b3845,FadA,fada,fadA,(NOT (( NOT (ttdca_e > 0 OR hdca_e > 0 OR ocdca_e > 0) )) OR NOT (b4401))
b3846,FadB,fadb,fadB,(NOT (( NOT (ttdca_e > 0 OR hdca_e > 0 OR ocdca_e > 0) )) OR NOT (b4401))
b3849,TrkH,trkh,trkH,TRUE
b3850,HemG,hemg,hemG,TRUE
b3868,GlnG,glng,glnG,(NOT (nh4_e > 2))
b3869,GlnL,glnl,glnL,(ON)
b3870,GlnA,glna,glnA,(b3357 AND b3202)
b3892,FdoI,fdoi,fdoI,((o2_e > 0) OR ((NOT (o2_e > 0) AND (no3_e > 0))))
b3893,FdoH,fdoh,fdoH,((o2_e > 0) OR ((NOT (o2_e > 0) AND (no3_e > 0))))
b3894,FdoG,fdog,fdoG,((o2_e > 0) OR ((NOT (o2_e > 0) AND (no3_e > 0))))
b3902,RhaD,rhad,rhaD,(b3905 OR (b3905 AND b3357))
b3903,RhaA,rhaa,rhaA,(b3905 OR (b3905 AND b3357))
b3904,RhaB,rhab,rhaB,(b3905 OR (b3905 AND b3357))
b3905,RhaS,rhas,rhaS,(b3906)
b3906,RhaR,rhar,rhaR,(rmn_e > 0)
b3907,RhaT,rhat,rhaT,(b3905 OR (b3905 AND b3357))
b3908,SodA,soda,sodA,(NOT (b4401 OR b0683) OR (b1531 OR b4396 OR b4062))
b3909,KdgT,kdgt,kdgT,(NOT b1827)
b3912,CpxR,cpxr,cpxR,(Stress)
b3916,PfkA,pfka,pfkA,TRUE
b3917,Sbp,sbp,sbp,(b1275)
b3918,Cdh,cdh,cdh,TRUE
b3919,TpiA,tpia,tpiA,TRUE
b3926,GlpK,glpk,glpK,((NOT((glcn_e > 0) OR (glc_DASH_D_e > 0) OR (arab_DASH_L_e > 0) OR (xyl_DASH_D_e > 0) OR (rib_DASH_D_e > 0) OR (mal_DASH_L_e > 0) OR (glyc_e > 0) OR (sbt_DASH_D_e > 0) OR (lac_DASH_D_e > 0))) AND (NOT(b3423)))
b3927,GlpF,glpf,glpF,TRUE
b3929,MenG,meng,menG,TRUE
b3930,MenA,mena,menA,TRUE
b3934,CytR,cytr,cytR,(cytd_e > 0)
b3938,MetJ,metj,metJ,(met_DASH_L_e > 0)
b3939,MetB,metb,metB,(NOT b3938)
b3940,MetL,metl,metL,(NOT b3938)
b3941,MetF,metf,metF,TRUE
b3942,KatG,katg,katG,((BiomassEcoli > 0) AND b3961 AND b2741)
b3945,GldA,glda,gldA,TRUE
b3946,TalC,talc,talC,TRUE
b3951,PflD,pfld,pflD,(b4401 OR b1334)
b3952,PflC,pflc,pflC,(b4401 OR b1334)
b3956,Ppc,ppc,ppc,TRUE
b3957,ArgE,arge,argE,(NOT b3237)
b3958,ArgC,argc,argC,(NOT b3237)
b3959,ArgB,argb,argB,(NOT b3237)
b3960,ArgH,argh,argH,(NOT b3237)
b3961,OxyR,oxyr,oxyR,(h2o2_e > 0)
b3962,SthA,stha,sthA,TRUE
b3966,BtuB,btub,btuB,TRUE
b3967,MurI,muri,murI,TRUE
b3972,MurB,murb,murB,TRUE
b3973,BirA,bira,birA,(btn_e > 0)
b3974,CoaA,coaa,coaA,TRUE
b3990,ThiH,thih,thiH,TRUE
b3991,ThiG,thig,thiG,TRUE
b3992,ThiF,thif,thiF,TRUE
b3993,ThiE,thie,thiE,TRUE
b3994,ThiC,thic,thiC,TRUE
b3997,HemE,heme,hemE,TRUE
b4005,PurD,purd,purD,(NOT (b1658))
b4006,PurH,purh,purH,TRUE
b4013,MetA,meta,metA,(NOT (b3938) OR b3828)
b4014,AceB,aceb,aceB,(NOT (b4018) AND (NOT (b4401) OR NOT (b0080)))
b4015,AceA,acea,aceA,(NOT (b4018) AND (NOT (b4401) OR NOT (b0080)))
b4018,IclR,iclr,iclR,( b1187 )
b4019,MetH,meth,metH,(b3828)
b4024,LysC,lysc,lysC,(NOT lys_DASH_L_e > 0)
b4025,Pgi,pgi,pgi,TRUE
b4031,XylE,xyle,xylE,(b3569)
b4032,MalG,malg,malG,((b3418 AND b3357) OR b3418)
b4033,MalF,malf,malF,((b3418 AND b3357) OR b3418)
b4034,MalE,male,malE,((b3418 AND b3357) OR b3418)
b4035,MalK,malk,malK,((b3418 AND b3357) OR b3418)
b4036,LamB,lamb,lamB,((b3418 AND b3357) OR b3418)
b4039,UbiC,ubic,ubiC,((NOT b1334) AND b3357)
b4040,UbiA,ubia,ubiA,((NOT b1334) AND b3357)
b4041,PlsB,plsb,plsB,TRUE
b4042,DgkA,dgka,dgkA,TRUE
b4053,Alr,alr,alr,TRUE
b4054,TyrB,tyrb,tyrB,(NOT(( (phe_DASH_L_e > 0) OR (tyr_DASH_L_e > 0) ) AND b1323 ))
b4062,SoxS,soxs,soxS,(b4063)
b4063,SoxR,soxr,soxR,((h2o2_e > 0) OR (Oxidative-Stress))
b4069,Acs,acs,acs,(b2741 OR b1334 OR ((NOT b4018) AND ((NOT((glcn_e > 0) OR (glc_DASH_D_e > 0) OR (arab_DASH_L_e > 0) OR (xyl_DASH_D_e > 0) OR (rib_DASH_D_e > 0) OR (mal_DASH_L_e > 0) OR (glyc_e > 0) OR (sbt_DASH_D_e > 0) OR (lac_DASH_D_e > 0) OR (man_e > 0) OR (succ_e > 0))))))
b4077,GltP,gltp,gltP,TRUE
b4079,FdhF,fdhf,fdhF,(b2731 AND b3202 AND (NOT (o2_e > 0)))
b4089,RpiR,rpir,rpiR,( NOT ( rib_DASH_D_e > 0 ) )
b4090,RpiB,rpib,rpiB,(NOT(b4089))
b4111,ProP,prop,proP,(NOT (b3357) AND b3261 AND b2741)
b4116,AdiY,adiy,adiY,((pH < 7) AND (NOT (o2_e > 0)) AND NOT (Rich-Medium))
b4117,AdiA,adia,adiA,(b4116)
b4118,MelR,melr,melR,((melib_e > 0) OR (melib_e > 0 AND b3357))
b4119,MelA,mela,melA,((b4118) OR (b4118 AND b3357))
b4120,MelB,melb,melB,((b4118) OR (b4118 AND b3357))
b4122,FumB,fumb,fumB,((b1334) OR NOT (b3357) OR (b4124) OR NOT (b1221))
b4123,DcuB,dcub,dcuB,((((NOT((glcn_e > 0) OR (glc_DASH_D_e > 0) OR (arab_DASH_L_e > 0) OR (xyl_DASH_D_e > 0) OR (rib_DASH_D_e > 0) OR (mal_DASH_L_e > 0) OR (glyc_e > 0) OR (sbt_DASH_D_e > 0) OR (lac_DASH_D_e > 0) OR (man_e > 0)))) AND (b1334) AND (b4124)) AND NOT (b1221))
b4124,DcuR,dcur,dcuR,( b4125 )
b4125,DcuS,dcus,dcuS,( (succ_e > 0) OR (asp_DASH_L_e > 0) OR (fum_e > 0) OR (mal_DASH_L_e > 0) )
b4131,CadA,cada,cadA,(b4401 OR b4133)
b4132,CadB,cadb,cadB,(b4401 OR b4133)
b4133,CadC,cadc,cadC,(lys_DASH_L_e > 0)
b4138,DcuA,dcua,dcuA,TRUE
b4139,AspA,aspa,aspA,((b3357 AND NOT (b1334)) OR b1334)
b4151,FrdD,frdd,frdD,(b1334 OR b4124 OR NOT (b1221))
b4152,FrdC,frdc,frdC,(b1334 OR b4124 OR NOT (b1221))
b4153,FrdB,frdb,frdB,(b1334 OR b4124 OR NOT (b1221))
b4154,FrdA,frda,frdA,(b1334 OR b4124 OR NOT (b1221))
b4160,Psd,psd,psd,TRUE
b4177,PurA,pura,purA,(NOT (b1658) OR b2573) 
b4196,SgaH,sgah,sgaH,TRUE
b4197,SgaU,sgau,sgaU,TRUE
b4198,SgaE,sgae,sgaE,TRUE
b4208,CycA,cyca,cycA,TRUE
b4226,Ppa,ppa,ppa,TRUE
b4227,YtfQ,ytfq,ytfQ,TRUE
b4228,YtfR,ytfr,ytfR,TRUE
b4229,YtfS,ytfs,ytfS,TRUE
b4230,YtfT,ytft,ytfT,TRUE
b4231,YjfF,yjff,yjfF,TRUE
b4232,Fbp,fbp,fbp,TRUE
b4238,NrdD,nrdd,nrdD,(b1334)
b4239,TreC,trec,treC,(((NOT b4241) AND b3357) OR (NOT b4241))
b4240,TreB,treb,treB,(((NOT b4241) AND b3357) OR (NOT b4241))
b4241,TreR,trer,treR,(NOT (tre_e > 0))
b4244,PyrI,pyri,pyrI,(NOT (ura_e > 0 OR gua_e > 0))
b4245,PyrB,pyrb,pyrB,(NOT (ura_e > 0 OR gua_e > 0))
b4254,ArgI,argi,argI,(NOT b3237)
b4264,IdnR,idnr,idnR,((idon_DASH_L_e > 0) OR (5dglcn_e > 0))
b4265,IdnT,idnt,idnT,(b4264)
b4266,IdnO,idno,idnO,(b4264)
b4267,IdnD,idnd,idnD,(b4264)
b4268,IdnK,idnk,idnK,TRUE
b4301,SgcE,sgce,sgcE,TRUE
b4321,GntP,gntp,gntP,(b3357 AND NOT (glcn_e > 0))
b4322,UxuA,uxua,uxuA,(NOT b3094 AND NOT b4324)
b4323,UxuB,uxub,uxuB,(NOT b3094 AND NOT b4324)
b4324,UxuR,uxur,uxuR,(NOT(MANAO > 0) AND NOT(GUI1 > 0))
b4381,DeoC,deoc,deoC,((NOT b0840) OR ((NOT b0840) AND (b3357) AND (NOT b3934)))
b4382,DeoA,deoa,deoA,(NOT (b0840 OR b3934) AND b3357)
b4383,DeoB,deob,deoB,((NOT b0840) OR ((NOT b0840) AND (b3357) AND (NOT b3934)) OR ((ins_e > 0) OR (gua_e > 0)))
b4384,DeoD,deod,deoD,((NOT b0840) OR ((NOT b0840) AND (NOT b3934)) OR (ins_e > 0) OR (gua_e > 0))
b4388,SerB,serb,serB,TRUE
b4390,NadR,nadr,nadR,(high-NAD)
b4393,TrpR,trpr,trpR,(trp_DASH_L_e > 0)
b4395,GpmB,gpmb,gpmB,TRUE
b4396,Rob,rob,rob,(dipyridyl)
b4401,ArcA,arca,arcA,( NOT ( o2_e > 0 ) )
b4407,ThiS,this,thiS,TRUE
