b4031;xylE;XylE;(XylR)
b3189;murA;MurA;
b4032;malG;MalG;((MalT AND Crp) OR MalT)
b4033;malF;MalF;((MalT AND Crp) OR MalT)
b4034;malE;MalE;((MalT AND Crp) OR MalT)
b2818;argA;ArgA;(NOT ArgR)
b2429;yfeV;YfeV;
b3599;mtlA;MtlA;(NOT (MtlR))
b2421;cysM;CysM;(CysB)
b4025;pgi;Pgi;
b2423;cysW;CysW;(CysB)
b4024;lysC;LysC;(NOT lys-L(e)>0)
b2422;cysA;CysA;(CysB)
b2425;cysP;CysP;(CysB)
b2424;cysU;CysU;(CysB)
b2827;thyA;ThyA;
b3389;aroB;AroB;
b3386;rpe;Rpe;
b2418;pdxK;PdxK;
b2417;crr;Crr;(ON)
b2416;ptsI;PtsI;(ON)
b2415;ptsH;PtsH;(ON)
b3390;aroK;AroK;
b3588;aldB;AldB;(RpoS AND (Crp))
b4019;metH;MetH;(MetR)
b4018;iclR;IclR;( FadR )
b2414;cysK;CysK;(CysB)
b4015;aceA;AceA;(NOT (IclR) AND (NOT (ArcA) OR NOT (Cra)))
b2413;cysZ;CysZ;(CysB)
b4014;aceB;AceB;(NOT (IclR) AND (NOT (ArcA) OR NOT (Cra)))
b4013;metA;MetA;(NOT (MetJ) OR MetR)
b2411;lig;Lig;
b2687;luxS;LuxS;
b2688;gshA;GshA;
b4053;alr;Alr;
b4054;tyrB;TyrB;(NOT( ( (phe-L(e)>0) OR (tyr-L(e)>0) ) AND TyrR ))
b3581;sgbH;SgbH;(NOT YiaJ)
b3583;sgbE;SgbE;(NOT YiaJ)
b3691;dgoT;DgoT;(galctn-D(e)>0)
b3693;dgoK;DgoK;(galctn-D(e)>0)
b3692;dgoA;DgoA;(galctn-D(e)>0)
b3579;yiaO;YiaO;(Crp OR YiaJ)
b3385;gph;Gph;
b2405;xapR;XapR;(xtsn(e)>0)
b3574;yiaJ;YiaJ;(NOT (fuc-L(e)>0))
b3575;yiaK;YiaK;((NOT YiaJ) AND Crp)
b2407;xapA;XapA;(XapR)
b3380;yhfW;YhfW;
b2406;xapB;XapB;(XapR)
b2690;yqaB;YqaB;
b2400;gltX;GltX;
b3176;mrsA;MrsA;
b3172;argG;ArgG;
b4040;ubiA;UbiA;((NOT Fnr) AND Crp)
b2677;proV;ProV;
b4041;plsB;PlsB;
b2678;proW;ProW;
b2675;nrdE;NrdE;
b2676;nrdF;NrdF;
b2805;fucR;FucR;(fuc-L(e)>0) 
b2802;fucI;FucI;((FucR AND Crp) OR FucR)
b2803;fucK;FucK;((FucR AND Crp) OR FucR)
b4042;dgkA;DgkA;
b2800;fucA;FucA;((FucR AND Crp) OR FucR)
b2801;fucP;FucP;((FucR AND Crp) OR FucR)
b3177;folP;FolP;
b3572;avtA;AvtA;(NOT (ala-L(e)>0 OR leu-L(e)>0 ))
b3368;cysG;CysG;(Fnr OR NarL)
b3367;nirC;NirC;(Fnr AND NarL)
b3366;nirD;NirD;(Fnr AND NarL)
b2679;proX;ProX;
b3365;nirB;NirB;(Fnr AND NarL)
b3568;xylH;XylH;((XylR AND Crp) OR XylR)
b3569;xylR;XylR;(xyl-D(e)>0)
b3566;xylF;XylF;((XylR AND Crp) OR XylR)
b3567;xylG;XylG;((XylR AND Crp) OR XylR)
b3564;xylB;XylB;((XylR AND Crp) OR XylR)
b3565;xylA;XylA;((XylR AND Crp) OR XylR)
b3187;ispB;IspB;
b4036;lamB;LamB;((MalT AND Crp) OR MalT)
b4035;malK;MalK;((MalT AND Crp) OR MalT)
b4039;ubiC;UbiC;((NOT Fnr) AND Crp)
b2808;gcvA;GcvA;(NOT GcvR)
b3357;crp;Crp;( (NOT( (glcn(e)>0) OR (glc-D(e)>0))) )
b3359;argD;ArgD;(NOT ArgR)
b2661;gabD;GabD;
b2663;gabP;GabP;
b4077;gltP;GltP;
b2662;gabT;GabT;
b2472;dapE;DapE;
b2463;maeB;MaeB;
b2464;talA;TalA;
b2465;tktB;TktB;
b4069;acs;Acs;(RpoS OR Fnr OR ((NOT IclR) AND ((NOT( (glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0) OR (rib-D(e)>0) OR (mal-L(e)>0) OR (glyc(e)>0) OR (sbt-D(e)>0) OR (lac-D(e)>0) OR (man(e)>0) OR (succ(e)>0))))))
b3360;pabA;PabA;
b4063;soxR;SoxR;((h2o2(e)>0) OR (OxidativeStress))
b4062;soxS;SoxS;(SoxR)
b2458;eutD;EutD;
b2097;fbaB;FbaB;((pyr(e)>0) OR (lac-D(e)>0) AND NOT( glc-D(e)>0))
b2096;gatY;GatY;(NOT (GatR))
b2095;gatZ;GatZ;(NOT (GatR))
b4090;rpiB;RpiB;(NOT( RpiR))
b2094;gatA;GatA;(NOT (GatR))
b2093;gatB;GatB;(NOT (GatR))
b2092;gatC;GatC;(NOT (GatR))
b2091;gatD;GatD;(NOT (GatR))
b2090;gatR_2;GatR_2;(NOT (galt(e)>0))
b2838;lysA;LysA;(LysR AND NOT lys-L(e)>0) 
b2837;galR;GalR;( NOT ( lcts(e)>0 ) OR NOT (gal(e)>0) )
b2839;lysR;LysR;(NOT (lys-L(e)>0))
b2836;aas;Aas;
b2440;eutC;EutC;
b2441;eutB;EutB;
b1584;speG;SpeG;
b2087;gatR_1;GatR_1;(NOT (galt(e)>0))
b2841;araE;AraE;(Crp)
b4089;rpiR;RpiR;( NOT ( rib-D(e)>0 ) )
b2436;hemF;HemF;
b4079;fdhF;FdhF;(FhlA AND RpoN AND (NOT (o2(e)>0)))
b1594;mlc;Mlc;( NOT ( glc-D(e)>0 ) )
b2066;udk;Udk;(NOT ((thym(e)>0) OR (csn(e)>0) OR (ura(e)>0)))
b1767;ansA;AnsA;
b1768;pncA;PncA;
b1380;ldhA;LdhA;
b2264;menD;MenD;
b0733;cydA;CydA;((NOT Fnr) OR (ArcA))
b2265;menF;MenF;
b1761;gdhA;GdhA;(NOT ((Nac) OR (glu-L(e)>0)) ) 
b0734;cydB;CydB;((NOT Fnr) OR (ArcA))
b1764;selD;SelD;
b2262;menB;MenB;
b2261;menC;MenC;
b2260;menE;MenE;
b1363;trkG;TrkG;
b3112;tdcGb;TdcGb;(Crp OR NOT( o2(e)>0))
b1779;gapA;GapA;
b3111;tdcGa;TdcGa;(Crp OR NOT( o2(e)>0))
b3114;tdcE;TdcE;(Crp OR Fnr OR LysR OR TdcA OR NOT TdcR)
b3116;tdcC;TdcC;(Crp OR Fnr OR LysR OR TdcA OR NOT TdcR)
b3115;tdcD;TdcD;(Crp OR Fnr OR LysR OR TdcA OR NOT TdcR)
b3118;tdcA;TdcA;((thr-L(e)>0) AND (ser-L(e)>0) AND (val-L(e)>0) AND (ile-L(e)>0) AND NOT (o2(e)>0))
b3117;tdcB;TdcB;(Crp OR Fnr OR LysR OR TdcA OR NOT TdcR)
b3119;tdcR;TdcR;((thr-L(e)>0) AND (ser-L(e)>0) AND (val-L(e)>0) AND (ile-L(e)>0) AND NOT (o2(e)>0))
b2615;yfjB;YfjB;
b2065;dcd;Dcd;
b1773;b1773;B1773;
b2049;manC;ManC;
b2048;cpsG;CpsG;
b2045;wcaK;WcaK;
b0750;nadA;NadA;
b2600;tyrA;TyrA;( NOT( ( (phe-L(e)>10) OR (tyr-L(e)>0) ) AND TyrR ))
b1748;astC;AstC;((NOT( Growth>0) AND RpoS) OR (NRI_hi AND RpoN)) 
b0751;pnuC;PnuC;
b2601;aroF;AroF;( NOT( ( (phe-L(e)>10) OR (tyr-L(e)>0) ) AND TyrR ))
b1745;astB;AstB;((NOT( Growth>0) AND RpoS) OR (NRI_hi AND RpoN)) 
b1744;astE;AstE;((NOT( Growth>0) AND RpoS) OR (NRI_hi AND RpoN)) 
b1747;astA;AstA;((NOT( Growth>0) AND RpoS) OR (NRI_hi AND RpoN)) 
b1746;astD;AstD;((NOT( Growth>0) AND RpoS) OR (NRI_hi AND RpoN)) 
b0758;galT;GalT;(NOT( glc-D(e)>0) AND (NOT( GalR OR GalS)) OR NOT (Rob))
b1740;nadE;NadE;
b0759;galE;GalE;(NOT( glc-D(e)>0) AND (NOT( GalR OR GalS)) OR NOT (Rob))
b2052;fcl;Fcl;
b2053;gmd;Gmd;
b2874;yqeA;YqeA;
b0754;aroG;AroG;( NOT( ( (phe-L(e)>0) OR (trp-L(e)>0) ) AND TyrR ))
b2242;glpB;GlpB;((NOT( (glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0) OR (rib-D(e)>0))) AND (Fnr OR ArcA) AND (NOT( GlpR)))
b0755;gpmA;GpmA;
b2243;glpC;GlpC;((NOT( (glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0) OR (rib-D(e)>0))) AND (Fnr OR ArcA) AND (NOT( GlpR)))
b0757;galK;GalK;(NOT( glc-D(e)>0) AND (NOT( GalR OR GalS)) OR NOT (Rob))
b2241;glpA;GlpA;((NOT( (glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0) OR (rib-D(e)>0))) AND (Fnr OR ArcA) AND (NOT( GlpR)))
b2039;rfbA;RfbA;
b2240;glpT;GlpT;(NOT (GlpR) AND Crp)
b2038;rfbC;RfbC;
b2036;glf;Glf;
b0099;mutT;MutT;
b2889;idi;Idi;
b2239;glpQ;GlpQ;((NOT GlpR OR Fnr) AND Crp)
b2042;galF;GalF;
b2040;rfbD;RfbD;
b2235;nrdB;NrdB;(NOT (ArcA))
b2041;rfbB;RfbB;
b2234;nrdA;NrdA;(NOT (ArcA))
b2232;ubiG;UbiG;((o2(e)>0) AND Crp)
b2883;ygfP;YgfP;
b0086;murF;MurF;
b1524;yneH;YneH;((NOT (glc-D(e)>0) OR ((nh4(e)>0) AND NOT Crp)))
b0087;mraY;MraY;
b0088;murD;MurD;
b1334;fnr;Fnr;( NOT ( o2(e)>0 ) )
b0972;hyaA;HyaA;((ArcA OR Fnr) AND (AppY))
b0973;hyaB;HyaB;((ArcA OR Fnr) AND (AppY))
b0974;hyaC;HyaC;((ArcA OR Fnr) AND (AppY))
b1907;tyrP;TyrP;(NOT( TyrR AND (tyr-L(e)>0)))
b2022;hisB;HisB;
b2023;hisH;HisH;
b2024;hisA;HisA;
b2025;hisF;HisF;
b1521;uxaB;UxaB;(NOT ExuR)
b2026;hisI;HisI;
b2028;ugd;Ugd;
b2029;gnd;Gnd;
b0776;bioF;BioF;(NOT (BirA))
b1900;araG;AraG;(AraC OR (AraC AND Crp))
b0778;bioD;BioD;(NOT (BirA))
b1901;araF;AraF;(AraC OR (AraC AND Crp))
b1131;purB;PurB;(NOT (PurR))
b0090;murG;MurG;
b1723;pfkB;PfkB;
b0092;ddlB;DdlB;
b0091;murC;MurC;
b1136;icdA;IcdA;
b0775;bioB;BioB;(NOT (BirA))
b0096;lpxC;LpxC;
b0774;bioA;BioA;(NOT (BirA))
b0077;ilvI;IlvI;(Lrp AND NOT (leu-L(e)>0))
b0078;ilvH;IlvH;(Lrp AND NOT (leu-L(e)>0))
b2019;hisG;HisG;
b3161;mtr;Mtr;(NOT TrpR OR (TyrR AND ((phe-L(e)>0) OR (tyr-L(e)>0))))
b1323;tyrR;TyrR;( (trp-L(e)>0) OR (tyr-L(e)>0) OR (phe-L(e)>0) )
b1531;marA;MarA;(Salicylate)
b1912;pgsA;PgsA;
b2297;pta;Pta;
b2021;hisC;HisC;
b1732;katE;KatE;(NOT( Growth>0))
b2020;hisD;HisD;
b1123;potD;PotD;
b0080;fruR;FruR;( NOT ( ( (NOT ( FBP>0) AND NOT (TKT2>0 OR TALA>0 OR PGI>0)) OR fru(e)>0) ) )
b1126;potA;PotA;
b0085;murE;MurE;
b1124;potC;PotC;
b1125;potB;PotB;
b0068;sfuA;SfuA;
b3132;agaZ;AgaZ;
b4005;purD;PurD;(NOT (PurR))
b0993;torS;TorS;(tmao(e)>0)
b0995;torR;TorR;(TorS)
b1709;btuD;BtuD;
b0064;araC;AraC;(arab-L(e)>0)
b4006;purH;PurH;
b0066;sfuC;SfuC;
b0067;sfuB;SfuB;
b2296;ackA;AckA;
b0996;torC;TorC;(TorR OR NOT (NarL))
b0997;torA;TorA;(TorR OR NOT (NarL))
b2287;nuoB;NuoB;(NOT (ArcA OR Fnr) OR NarL)
b2286;nuoC;NuoC;(NOT (ArcA OR Fnr) OR NarL)
b2288;nuoA;NuoA;(NOT (ArcA OR Fnr) OR NarL)
b1704;aroH;AroH;(NOT TrpR)
b0072;leuC;LeuC;(NOT( leu-L(e)>0) OR Lrp)
b3128;garD;GarD;(SdaR)
b0071;leuD;LeuD;(NOT( leu-L(e)>0) OR Lrp)
b0074;leuA;LeuA;(NOT( leu-L(e)>0) OR Lrp)
b3126;garL;GarL;(SdaR)
b0073;leuB;LeuB;(NOT( leu-L(e)>0) OR Lrp)
b3127;garP;GarP;
b3124;garK;GarK;(SdaR)
b3125;garR;GarR;(SdaR)
b1702;pps;Pps;(Cra)
b1519;tam;Tam;(NOT (Growth>0))
b1302;goaG;GoaG;
b1300;aldH;AldH;
b2284;nuoF;NuoF;(NOT (ArcA OR Fnr) OR NarL)
b2285;nuoE;NuoE;(NOT (ArcA OR Fnr) OR NarL)
b2282;nuoH;NuoH;(NOT (ArcA OR Fnr) OR NarL)
b2283;nuoG;NuoG;(NOT (ArcA OR Fnr) OR NarL)
b2280;nuoJ;NuoJ;(NOT (ArcA OR Fnr) OR NarL)
b2281;nuoI;NuoI;(NOT (ArcA OR Fnr) OR NarL)
b2279;nuoK;NuoK;(NOT (ArcA OR Fnr) OR NarL)
b2278;nuoL;NuoL;(NOT (ArcA OR Fnr) OR NarL)
b1109;ndh;Ndh;(NOT (Fnr))
b2277;nuoM;NuoM;(NOT (ArcA OR Fnr) OR NarL)
b2276;nuoN;NuoN;(NOT (ArcA OR Fnr) OR NarL)
b0063;araB;AraB;(AraC OR (AraC AND Crp))
b3137;agaY;AgaY;
b0062;araA;AraA;(AraC OR (AraC AND Crp))
b0061;araD;AraD;(AraC OR (AraC AND Crp))
b1101;ptsG;PtsG;(NOT( Mlc) OR NOT( Cra))
b1711;btuC;BtuC;
b3958;argC;ArgC;(NOT ArgR)
b3957;argE;ArgE;(NOT ArgR)
b0160;dgt;Dgt;
b3956;ppc;Ppc;
b0162;sdaR;SdaR;((glcr(e)>0) OR (galct-D(e)>0))
b3959;argB;ArgB;(NOT ArgR)
b0564;appY;AppY;(NOT CitB)
b4240;treB;TreB;(((NOT TreR) AND Crp) OR (NOT TreR))
b3952;pflC;PflC;(ArcA OR Fnr)
b4241;treR;TreR;(NOT (tre(e)>0))
b3951;pflD;PflD;(ArcA OR Fnr)
b0945;pyrD;PyrD;((NOT (csn(e)>0)) OR (gua(e)>0) OR NOT PurR)
b4239;treC;TreC;(((NOT TreR) AND Crp) OR (NOT TreR))
b4238;nrdD;NrdD;(Fnr)
b0159;mtn;Mtn;
b0158;yadT;YadT;
b0154;hemL;HemL;
b3945;gldA;GldA;
b0173;dxr;Dxr;
b2309;hisJ;HisJ;(NOT (lys-L(e)>0))
b3946;talC;TalC;
b0171;pyrH;PyrH;
b2307;hisM;HisM;(NOT (lys-L(e)>0))
b2308;hisQ;HisQ;(NOT (lys-L(e)>0))
b1054;lpxL;LpxL;
b2306;hisP;HisP;(NOT (lys-L(e)>0))
b3941;metF;MetF;
b3940;metL;MetL;(NOT MetJ)
b4254;argI;ArgI;(NOT ArgR)
b3942;katG;KatG;((Growth>0) AND OxyR AND RpoS)
b4245;pyrB;PyrB;(NOT (ura(e)>0 OR gua(e)>0))
b4244;pyrI;PyrI;(NOT (ura(e)>0 OR gua(e)>0))
b2104;thiM;ThiM;
b2103;thiD;ThiD;
b0931;pncB;PncB;(NOT (NadR))
b1062;pyrC;PyrC;((NOT (csn(e)>0)) OR (gua(e)>0) OR NOT PurR)
b0167;glnD;GlnD;(Lrp)
b0166;dapD;DapD;
b3939;metB;MetB;(NOT MetJ)
b3938;metJ;MetJ;(met-L(e)>0)
b3934;cytR;CytR;(cytd(e)>0)
b3930;menA;MenA;
b0963;mgsA;MgsA;
b0131;panD;PanD;
b0133;panC;PanC;
b0134;panB;PanB;
b3927;glpF;GlpF;
b3926;glpK;GlpK;((NOT( (glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0) OR (rib-D(e)>0) OR (mal-L(e)>0))) AND (NOT( GlpR)))
b3929;menG;MenG;
b1033;ycdW;YcdW;
b4230;ytfT;YtfT;
b4231;yjfF;YjfF;
b4232;fbp;Fbp;
b4227;ytfQ;YtfQ;
b4226;ppa;Ppa;
b0954;fabA;FabA;(NOT( Stringent) OR CpxR OR RpoE OR FadR2)
b4229;ytfS;YtfS;
b4228;ytfR;YtfR;
b0142;folK;FolK;
b0522;purK;PurK;(NOT (PurR))
b0521;arcC;ArcC;
b0908;aroA;AroA;
b0907;serC;SerC;(Lrp OR (NOT (Crp)))
b1993;cobU;CobU;(cbi(e)>0)
b3912;cpxR;CpxR;(Stress)
b0529;folD;FolD;
b3917;sbp;Sbp;(CysB)
b3918;cdh;Cdh;
b0523;purE;PurE;(NOT (PurR))
b1991;cobT;CobT;(cbi(e)>0)
b3916;pfkA;PfkA;
b1992;cobS;CobS;(cbi(e)>0)
b1095;fabF;FabF;(NOT( Stringent) OR CpxR OR RpoE OR FadR2)
b0112;aroP;AroP;(NOT (TyrR AND ((phe-L(e)>0) OR (tyr-L(e)>0) OR (trp-L(e)>0))))
b0113;pdhR;PdhR;( NOT ( NOT ( (ME2>0 OR ME1>0) AND NOT (GLCpts>0 OR PYK>0 OR PFK>0 OR LDH_D<0 OR LDH_D2>0 OR SUCCt2_2>0 OR SUCCt2_3>0))) )
b0114;aceE;AceE;((NOT( PdhR)) OR (Fis))
b3919;tpiA;TpiA;
b1096;pabC;PabC;
b0115;aceF;AceF;((NOT( PdhR)) OR (Fis))
b1091;fabH;FabH;(NOT( Stringent))
b1288;fabI;FabI;(NOT( Stringent) OR CpxR OR RpoE OR FadR2)
b1093;fabG;FabG;(NOT( Stringent) OR CpxR OR RpoE OR FadR2)
b1092;fabD;FabD;(NOT( Stringent))
b0902;pflA;PflA;(ArcA OR Fnr AND (Crp OR NOT( NarL)))
b0903;pflB;PflB;(ArcA OR Fnr AND (Crp OR NOT( NarL)))
b0323;yahI;YahI;
b0904;focA;FocA;(ArcA OR Fnr AND (Crp OR NOT (NarL)))
b0116;lpdA;LpdA;(ON)
b0118;acnB;AcnB;(ON)
b0511;allP;AllP;
b1988;nac;Nac;(NRI_low AND RpoN)
b2344;fadL;FadL;((NOT (Crp OR FadR OR OmpR)))
b1987;cbl;Cbl;(NOT ((so4(e)>0) OR (cys-L(e)>0 )) AND CysB )
b3902;rhaD;RhaD;(RhaS OR (RhaS AND Crp))
b1982;amn;Amn;
b3903;rhaA;RhaA;(RhaS OR (RhaS AND Crp))
b0516;allC;AllC;(AllS)
b3904;rhaB;RhaB;(RhaS OR (RhaS AND Crp))
b3905;rhaS;RhaS;(RhaR)
b0514;glxK;GlxK;(NOT AllR)
b3906;rhaR;RhaR;(rmn(e)>0)
b1098;tmk;Tmk;
b3907;rhaT;RhaT;(RhaS OR (RhaS AND Crp))
b0512;allB;AllB;(NOT AllR)
b4208;cycA;CycA;
b3909;kdgT;KdgT;(NOT KdgR)
b0125;hpt;Hpt;(Crp)
b3908;sodA;SodA;(NOT (ArcA OR Fur) OR (MarA OR Rob OR SoxS))
b0126;yadF;YadF;
b0124;gcd;Gcd;(NOT Crp)
b0121;speE;SpeE;
b3709;tnaB;TnaB;(Crp AND (trp-L(e)>0) )
b1297;ycjK;YcjK;
b0314;betT;BetT;(NOT (BetI))
b3708;tnaA;TnaA;(Crp AND (trp-L(e)>0 OR cys-L(e)>0) )
b0120;speD;SpeD;
b0312;betB;BetB;(NOT (ArcA OR BetI))
b0313;betI;BetI;(chol(e)>0)
b0928;aspC;AspC;
b0722;sdhD;SdhD;(NOT( (ArcA) OR (Fnr)) OR (Crp) OR (Fis))
b0721;sdhC;SdhC;(NOT( (ArcA) OR (Fnr)) OR (Crp) OR (Fis))
b0724;sdhB;SdhB;(NOT( (ArcA) OR (Fnr)) OR (Crp) OR (Fis))
b2311;ubiX;UbiX;(NOT (PurR))
b0723;sdhA;SdhA;(NOT( (ArcA) OR (Fnr)) OR (Crp) OR (Fis))
b2310;argT;ArgT;(NOT (lys-L(e)>0))
b0726;sucA;SucA;
b2312;purF;PurF;(NOT (PurR))
b0728;sucC;SucC;
b2315;folC;FolC;
b0727;sucB;SucB;
b2316;accD;AccD;
b0504;ybbS;YbbS;(NOT( o2(e)>0) AND NOT AllR AND NOT (nh4(e)>0))
b1270;btuR;BtuR;
b0506;allR;AllR;(OFF)
b0505;allA;AllA;(NOT AllR)
b0720;gltA;GltA;
b0508;hyi;Hyi;
b0507;gcl;Gcl;(NOT AllR)
b1264;trpE;TrpE;(NOT TrpR)
b0509;glxR;GlxR;(NOT AllR)
b1263;trpD;TrpD;(NOT TrpR)
b0729;sucD;SucD;
b0918;kdsB;KdsB;
b2320;pdxB;PdxB;
b2323;fabB;FabB;(NOT( Stringent) OR CpxR OR RpoE OR FadR2)
b2329;aroC;AroC;
b1281;pyrF;PyrF;
b1277;ribA;RibA;
b1276;acnA;AcnA;(SoxS)
b1275;cysB;CysB;(NOT (cys-L(e)>0)) 
b0104;guaC;GuaC;(NOT ((gln-L(e)>0) OR (gua(e)>0))) 
b1278;pgpB;PgpB;
b0910;cmk;Cmk;
b0915;lpxK;LpxK;
b0109;nadC;NadC;
b3621;rfaC;RfaC;
b0368;tauD;TauD;(Cbl AND CysB)
b3750;rbsC;RbsC;((NOT( (glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0))) AND NOT( RbsR))
b3622;rfaL;RfaL;
b0367;tauC;TauC;(Cbl AND CysB)
b3751;rbsB;RbsB;((NOT( (glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0))) AND NOT( RbsR))
b0366;tauB;TauB;(Cbl AND CysB)
b3752;rbsK;RbsK;((NOT( (glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0))) AND NOT( RbsR))
b0365;tauA;TauA;(Cbl AND CysB)
b3753;rbsR;RbsR;( NOT ( rib-D(e)>0 ) )
b3620;rfaF;RfaF;
b2378;lpxP;LpxP;
b3626;rfaJ;RfaJ;
b3627;rfaI;RfaI;
b0369;hemB;HemB;
b3428;glgP;GlgP;(Crp)
b3429;glgA;GlgA;
b3423;glpR;GlpR;( NOT ( glyc(e)>0 ) )
b3426;glpD;GlpD;((NOT( (glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0) OR (rib-D(e)>0) OR (mal-L(e)>0))) AND (NOT( ArcA OR GlpR)))
b3425;glpE;GlpE;(Crp)
b3634;coaD;CoaD;
b3633;kdtA;KdtA;
b0356;adhC;AdhC;
b3744;asnA;AsnA;(NOT (asn-L(e)>0) AND AsnC)
b0351;mhpF;MhpF;(MhpR)
b3631;rfaG;RfaG;
b0350;mhpD;MhpD;(MhpR)
b0353;mhpT;MhpT;
b3743;asnC;AsnC;( NOT ( asn-L(e)>0 ) AND NRI_hi )
b0352;mhpE;MhpE;(MhpR)
b3748;rbsD;RbsD;((NOT( (glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0))) AND NOT( RbsR))
b3749;rbsA;RbsA;((NOT( (glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0))) AND NOT( RbsR))
b2388;glk;Glk;
b2393;nupC;NupC;(Crp OR NOT (CytR))
b3438;gntR;GntR;(NOT (glcn(e)>0))
b3437;gntK;GntK;(NOT (GntR) AND (glcn(e)>0))
b3433;asd;Asd;
b3430;glgC;GlgC;
b3731;atpC;AtpC;
b3732;atpD;AtpD;
b0341;cynX;CynX;(cynt(e)>0)
b3733;atpG;AtpG;
b0340;cynS;CynS;(CynR)
b3734;atpA;AtpA;
b0346;mhpR;MhpR;(3hpppn(e)>0)
b3600;mtlD;MtlD;(NOT MtlR)
b0345;lacI;LacI;( NOT ( lcts(e)>0 ) )
b3601;mtlR;MtlR;(NOT (mnl(e)>0))
b0344;lacZ;LacZ;((NOT( (glcn(e)>0) OR (glc-D(e)>0))) AND NOT( LacI))
b3730;glmU;GlmU;(NagC)
b0343;lacY;LacY;((NOT( (glcn(e)>0) OR (glc-D(e)>0))) AND NOT( LacI))
b3739;atpI;AtpI;
b3603;lldP;LldP;(NOT (ArcA))
b0349;mhpC;MhpC;(MhpR)
b3605;lldD;LldD;(lac-L(e)>0 AND o2(e)>0)
b0348;mhpB;MhpB;(MhpR)
b0347;mhpA;MhpA;(MhpR)
b3735;atpH;AtpH;
b3607;cysE;CysE;(CysB)
b3736;atpF;AtpF;
b3608;gpsA;GpsA;
b3737;atpE;AtpE;
b3738;atpB;AtpB;
b3405;ompR;OmpR;(highosmolarity)
b3409;feoB;FeoB;
b3403;pckA;PckA;
b0331;prpB;PrpB;(ppa(e)>0)
b3612;yibO;YibO;
b0333;prpC;PrpC;(ppa(e)>0)
b0335;prpE;PrpE;(ppa(e)>0)
b0334;prpD;PrpD;(ppa(e)>0)
b3616;tdh;Tdh;(NOT (Lrp) AND (leu-L(e)>0))
b0337;codA;CodA;(NOT (PurR) OR NRI_hi)
b2366;dsdA;DsdA;((Crp AND DsdC) OR  DsdC)
