rxn; rxn_REV ; ; WT_rxn_flux; WT_rxn_REV_flux; ; O_rxn_flux;O_rxn_REV_flux
r_2663No1; r_2663_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2664No1; r_2664_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2665No1; r_2665_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2666No1; r_2666_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2667No1; r_2667_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2668No1; r_2668_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2669No1; r_2669_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2670No1; r_2670_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2671No1; r_2671_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2672No1; r_2672_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2673No1; r_2673_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2674No1; r_2674_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2675No1; r_2675_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2676No1; r_2676_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2677No1; r_2677_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2678No1; r_2678_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2679No1; r_2679_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2680No1; r_2680_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2681No1; r_2681_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2682No1; r_2682_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2683No1; r_2683_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2684No1; r_2684_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2685No1; r_2685_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2686No1; r_2686_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2687No1; r_2687_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2688No1; r_2688_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2689No1; r_2689_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2690No1; r_2690_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2691No1; r_2691_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2692No1; r_2692_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2693No1; r_2693_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2694No1; r_2694_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2695No1; r_2695_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2696No1; r_2696_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2697No1; r_2697_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2698No1; r_2698_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2699No1; r_2699_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2700No1; r_2700_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2701No1; r_2701_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2702No1; r_2702_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2703No1; r_2703_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2704No1; r_2704_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2705No1; r_2705_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2706No1; r_2706_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2707No1; r_2707_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2708No1; r_2708_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2709No1; r_2709_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2710No1; r_2710_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2711No1; r_2711_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2712No1; r_2712_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2713No1; r_2713_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2714No1; r_2714_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2715No1; r_2715_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2716No1; r_2716_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2717No1; r_2717_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2718No1; r_2718_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2719No1; r_2719_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2720No1; r_2720_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2721No1; r_2721_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2722No1; r_2722_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2723No1; r_2723_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2724No1; r_2724_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2725No1; r_2725_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2726No1; r_2726_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2727No1; r_2727_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2728No1; r_2728_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2729No1; r_2729_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2730No1; r_2730_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2731No1; r_2731_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2732No1; r_2732_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2733No1; r_2733_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2734No1; r_2734_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2735No1; r_2735_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2736No1; r_2736_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2737No1; r_2737_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2738No1; r_2738_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2739No1; r_2739_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2740No1; r_2740_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2741No1; r_2741_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2742No1; r_2742_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2743No1; r_2743_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2744No1; r_2744_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2745No1; r_2745_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2746No1; r_2746_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2747No1; r_2747_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2748No1; r_2748_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2749No1; r_2749_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2750No1; r_2750_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2751No1; r_2751_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2752No1; r_2752_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2753No1; r_2753_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2754No1; r_2754_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2755No1; r_2755_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2756No1; r_2756_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2757No1; r_2757_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2758No1; r_2758_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2759No1; r_2759_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2760No1; r_2760_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2761No1; r_2761_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2762No1; r_2762_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2763No1; r_2763_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2764No1; r_2764_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2765No1; r_2765_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2766No1; r_2766_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2767No1; r_2767_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2768No1; r_2768_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2769No1; r_2769_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2770No1; r_2770_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2771No1; r_2771_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2772No1; r_2772_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2773No1; r_2773_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2774No1; r_2774_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2775No1; r_2775_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2776No1; r_2776_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2777No1; r_2777_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2778No1; r_2778_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2779No1; r_2779_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2780No1; r_2780_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2781No1; r_2781_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2782No1; r_2782_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2783No1; r_2783_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2784No1; r_2784_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2785No1; r_2785_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2786No1; r_2786_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2787No1; r_2787_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2788No1; r_2788_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2789No1; r_2789_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2790No1; r_2790_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2791No1; r_2791_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2792No1; r_2792_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2793No1; r_2793_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2794No1; r_2794_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2795No1; r_2795_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2796No1; r_2796_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2797No1; r_2797_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2798No1; r_2798_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2799No1; r_2799_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2800No1; r_2800_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2801No1; r_2801_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2802No1; r_2802_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2803No1; r_2803_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2804No1; r_2804_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2805No1; r_2805_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2806No1; r_2806_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2807No1; r_2807_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2808No1; r_2808_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2809No1; r_2809_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2810No1; r_2810_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2811No1; r_2811_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P26364;;;;;;
r_0150No1; r_0150_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P39002;;;;;;
r_2209No1; r_2209_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2210No1; r_2210_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2211No1; r_2211_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2212No1; r_2212_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P00950;;;;;;
r_0356No1; r_0356_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0893No1; r_0893_REVNo1; ; 23.23638984101; 0.0; ;11.477691658565675; 0.0
P48567;;;;;;
r_1095No3; r_1095_REVNo3; ; 0.0; 0.0; ;0.0; 0.0
P36010;;;;;;
r_0802No1; r_0802_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0803No1; r_0803_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P00359;;;;;;
r_0486No1; r_0486_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P36014;;;;;;
r_0483No6; r_0483_REVNo6; ; 0.0; 0.0; ;0.0; 0.0
P00360;;;;;;
r_0486No2; r_0486_REVNo2; ; 23.48212680214383; 0.0; ;11.741063401071917; 0.0
Q06685;;;;;;
r_0073No1; r_0073_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0088No1; r_0088_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0089No1; r_0089_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0092No1; r_0092_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P53629;;;;;;
r_0127No2; r_0127_REVNo2; ; 0.0; 0.0; ;0.0; 0.0
r_0132No2; r_0132_REVNo2; ; 0.0; 0.0; ;0.0; 0.0
Q12189;;;;;;
r_0982No1; r_0982_REVNo1; ; 0.5722814366714913; 0.0; ;0.2861407183357457; 0.0
P32463;;;;;;
r_0721No1; r_0721_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P40581;;;;;;
r_0483No5; r_0483_REVNo5; ; 0.0; 0.0; ;0.0; 0.0
P47039;;;;;;
r_0018No3; r_0018_REVNo3; ; 0.0; 0.0; ;0.0; 0.0
r_2112No1; r_2112_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P20051;;;;;;
r_0349No1; r_0349_REVNo1; ; 0.0; 0.0331221634057267; ;0.0; 0.016544520621160488
P25580;;;;;;
r_0519No1; r_0519_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P00925;;;;;;
r_0366No3; r_0366_REVNo3; ; 0.0; 0.0; ;0.0; 0.0
P49367;;;;;;
r_0027No1; r_0027_REVNo1; ; 0.11618965102864451; 0.0; ;0.11216290322527102; 0.0
r_0542No2; r_0542_REVNo2; ; 0.11618965102864451; 0.0; ;0.004026747803373476; 0.0
P0CX10;;;;;;
r_0366No5; r_0366_REVNo5; ; 0.0; 0.0; ;0.0; 0.0
P32861;;;;;;
r_1084No2; r_1084_REVNo2; ; 0.0; 0.0; ;0.0; 0.0
P38143;;;;;;
r_0483No2; r_0483_REVNo2; ; 0.0; 0.0; ;0.0; 0.0
P38709;;;;;;
r_1084No1; r_1084_REVNo1; ; 0.33432851418772497; 0.0; ;0.16716425709386248; 0.0
P0CX11;;;;;;
r_0366No1; r_0366_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
Q12055;;;;;;
r_1729No1; r_1729_REVNo1; ; 0.0; 0.0011703588550075132; ;0.0; 0.0011702069404945898
Q00711;;;;;;
r_1021No2; r_1021_REVNo2; ; 0.0; 0.0; ;0.0; 0.0
P07275;;;;;;
r_0012No1; r_0012_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0672No1; r_0672_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0673No1; r_0673_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P00560;;;;;;
r_0892No1; r_0892_REVNo1; ; 23.48212680214383; 0.0; ;11.600451999488772; 0.0
P30402;;;;;;
r_0820No2; r_0820_REVNo2; ; 0.0; 0.0; ;0.0; 0.0
P14540;;;;;;
r_0450No1; r_0450_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P37292;;;;;;
r_0503No1; r_0503_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P00924;;;;;;
r_0366No2; r_0366_REVNo2; ; 23.23638984101; 0.0; ;11.618194920505; 0.0
P15019;;;;;;
r_1048No1; r_1048_REVNo1; ; 0.0; 11.460052867678634; ;0.0; 5.730026433839318
Q02896;;;;;;
r_0340No1; r_0340_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0341No1; r_0341_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P39518;;;;;;
r_0399No1; r_0399_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0400No1; r_0400_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0402No1; r_0402_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0410No1; r_0410_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0412No1; r_0412_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2206No1; r_2206_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2207No1; r_2207_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2208No1; r_2208_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P07283;;;;;;
r_0902No1; r_0902_REVNo1; ; 0.0; 0.16769356814102374; ;0.0; 0.08376293728644134
Q03262;;;;;;
r_0907No3; r_0907_REVNo3; ; 0.0; 0.0; ;0.0; 0.0
Q04533;;;;;;
r_0815No2; r_0815_REVNo2; ; 0.0; 0.0; ;0.0; 0.0
P21801;;;;;;
r_1021No1; r_1021_REVNo1; ; 0.03311956260827112; 0.0; ;0.01655978130413556; 0.0
r_1021No2; r_1021_REVNo2; ; 0.0; 0.0; ;0.0; 0.0
P47176;;;;;;
r_0663No1; r_0663_REVNo1; ; 0.0; 0.07821475718047016; ;0.0; 0.00015159078673175394
r_0699No1; r_0699_REVNo1; ; 0.0; 0.12032004248777517; ;0.0; 0.08099492534709837
r_1087No1; r_1087_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P00942;;;;;;
r_1054No1; r_1054_REVNo1; ; 11.175818693100101; 0.0; ;5.5392129731254425; 0.0
P40857;;;;;;
r_2168No1; r_2168_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2169No1; r_2169_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2170No1; r_2170_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2171No1; r_2171_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2172No1; r_2172_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2173No1; r_2173_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_2174No1; r_2174_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P54113;;;;;;
r_0570No1; r_0570_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0912No1; r_0912_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
Q10740;;;;;;
r_0703No1; r_0703_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0704No1; r_0704_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0705No1; r_0705_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0706No1; r_0706_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0707No1; r_0707_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0708No1; r_0708_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P25373;;;;;;
r_0483No3; r_0483_REVNo3; ; 0.0; 0.0; ;0.0; 0.0
P25335;;;;;;
r_0189No1; r_0189_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P37012;;;;;;
r_0888No1; r_0888_REVNo1; ; 0.33432851418772497; 0.0; ;0.1671642570938625; 0.0
r_0907No2; r_0907_REVNo2; ; 0.0; 0.0; ;0.0; 0.0
P15496;;;;;;
r_0667No1; r_0667_REVNo1; ; 0.018184852150950004; 0.0; ;0.018184852150950007; 0.0
P38795;;;;;;
r_0769No1; r_0769_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P07245;;;;;;
r_0446No1; r_0446_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0725No1; r_0725_REVNo1; ; 0.08629361431671455; 0.0; ;0.08609565652507417; 0.0
r_0732No1; r_0732_REVNo1; ; 0.08629361431671455; 0.0; ;0.00019795779164036298; 0.0
P47088;;;;;;
r_0519No1; r_0519_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P36001;;;;;;
r_1031No1; r_1031_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P38891;;;;;;
r_0664No1; r_0664_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0700No1; r_0700_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_1088No1; r_1088_REVNo1; ; 0.0; 0.10739537953230886; ;0.0; 0.05364399207638827
P50277;;;;;;
r_0146No1; r_0146_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P32614;;;;;;
r_0454No1; r_0454_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0455No1; r_0455_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_1000No1; r_1000_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P38840;;;;;;
r_2117No1; r_2117_REVNo1; ; 0.18623205240434273; 0.0; ;0.09311602620217138; 0.0
r_2119No1; r_2119_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P19414;;;;;;
r_0280No1; r_0280_REVNo1; ; 0.0919994450737987; 0.0; ;0.15276894572996474; 0.0
r_0302No1; r_0302_REVNo1; ; 0.0919994450737987; 0.0; ;0.15276894572996474; 0.0
r_0303No1; r_0303_REVNo1; ; 0.3215484818415159; 0.0; ;0.0537995428625639; 0.0
r_2305No1; r_2305_REVNo1; ; 0.3215484818415159; 0.0; ;0.0537995428625639; 0.0
P23202;;;;;;
r_0483No1; r_0483_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
Q06636;;;;;;
r_0523No1; r_0523_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
Q99321;;;;;;
r_0073No2; r_0073_REVNo2; ; 0.0; 0.0; ;0.0; 0.0
r_0092No2; r_0092_REVNo2; ; 0.0; 0.0; ;0.0; 0.0
P32451;;;;;;
r_0229No1; r_0229_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P00358;;;;;;
r_0486No3; r_0486_REVNo3; ; 0.0; 0.0; ;0.0; 0.0
P32419;;;;;;
r_0715No1; r_0715_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
Q12428;;;;;;
r_0117No1; r_0117_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
Q12283;;;;;;
r_0721No1; r_0721_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
Q07830;;;;;;
r_0523No2; r_0523_REVNo2; ; 0.0; 0.0; ;0.0; 0.0
P49775;;;;;;
r_0204No1; r_0204_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P06773;;;;;;
r_0326No1; r_0326_REVNo1; ; 0.0; 0.0007802392366716754; ;0.0; 0.0
P32375;;;;;;
r_0190No1; r_0190_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
Q12198;;;;;;
r_0815No1; r_0815_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P53630;;;;;;
r_0335No1; r_0335_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P54783;;;;;;
r_0319No1; r_0319_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P35196;;;;;;
r_0294No1; r_0294_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0295No1; r_0295_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P41939;;;;;;
r_0659No1; r_0659_REVNo1; ; 0.3215484818415159; 0.0; ;0.10754624824520087; 0.0
P25628;;;;;;
r_0126No1; r_0126_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0127No1; r_0127_REVNo1; ; 0.002538156407687372; 0.0; ;0.0; 0.0
r_0128No1; r_0128_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0129No1; r_0129_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0130No1; r_0130_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0131No1; r_0131_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0132No1; r_0132_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0133No1; r_0133_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0134No1; r_0134_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
r_0135No1; r_0135_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P43577;;;;;;
r_0760No1; r_0760_REVNo1; ; 0.0; 0.0; ;0.0; 0.0
P13298;;;;;;
r_0820No1; r_0820_REVNo1; ; 0.0; 0.0331221634057267; ;0.0; 0.01656108170286335
